order_item_id,order_id,fulfilment_unit_id,product_id,quantity
OI-0000310,ORD-000071,FU-000068,PROD-002,4
OI-0000311,ORD-000071,FU-000068,PROD-004,1
OI-0000312,ORD-000071,FU-000068,PROD-009,2
OI-0000313,ORD-000071,FU-000068,PROD-010,2
OI-0000314,ORD-000071,FU-000068,PROD-006,2
OI-0000315,ORD-000072,FU-000069,PROD-007,3
OI-0000316,ORD-000072,FU-000069,PROD-005,1
OI-0000317,ORD-000072,FU-000069,PROD-001,1
OI-0000318,ORD-000072,FU-000069,PROD-006,1
OI-0000319,ORD-000072,FU-000069,PROD-010,2
OI-0000320,ORD-000072,FU-000069,PROD-003,2
OI-0000321,ORD-000072,FU-000069,PROD-009,3
OI-0000322,ORD-000072,FU-000069,PROD-002,1
OI-0000323,ORD-000072,FU-000069,PROD-008,1
OI-0000324,ORD-000072,FU-000069,PROD-004,1
OI-0000325,ORD-000073,FU-000070,PROD-008,1
OI-0000326,ORD-000074,FU-000071,PROD-003,2
OI-0000327,ORD-000074,FU-000071,PROD-006,3
OI-0000328,ORD-000074,FU-000071,PROD-008,3
OI-0000329,ORD-000074,FU-000071,PROD-005,2
OI-0000330,ORD-000074,FU-000071,PROD-002,1
OI-0000331,ORD-000075,FU-000072,PROD-008,3
OI-0000332,ORD-000075,FU-000072,PROD-007,3
OI-0000333,ORD-000075,FU-000072,PROD-001,2
OI-0000334,ORD-000076,FU-000074,PROD-005,1
OI-0000335,ORD-000077,FU-000075,PROD-009,1
OI-0000336,ORD-000077,FU-000075,PROD-006,1
OI-0000337,ORD-000077,FU-000075,PROD-005,2
OI-0000338,ORD-000077,FU-000075,PROD-008,1
OI-0000339,ORD-000077,FU-000075,PROD-010,1
OI-0000340,ORD-000077,FU-000075,PROD-004,3
OI-0000341,ORD-000077,FU-000075,PROD-001,1
OI-0000342,ORD-000078,FU-000076,PROD-008,1
OI-0000343,ORD-000078,FU-000076,PROD-007,1
OI-0000344,ORD-000078,FU-000076,PROD-003,2
OI-0000345,ORD-000078,FU-000076,PROD-005,3
OI-0000346,ORD-000078,FU-000076,PROD-010,1
OI-0000347,ORD-000078,FU-000076,PROD-009,1
OI-0000348,ORD-000079,FU-000077,PROD-003,2
OI-0000349,ORD-000079,FU-000077,PROD-002,1
OI-0000350,ORD-000079,FU-000077,PROD-008,2
OI-0000351,ORD-000079,FU-000077,PROD-010,1
OI-0000352,ORD-000079,FU-000077,PROD-005,3
OI-0000353,ORD-000079,FU-000077,PROD-009,2
OI-0000354,ORD-000079,FU-000077,PROD-004,1
OI-0000355,ORD-000079,FU-000077,PROD-006,3
OI-0000356,ORD-000079,FU-000077,PROD-007,1
OI-0000357,ORD-000079,FU-000077,PROD-001,2
OI-0000358,ORD-000080,FU-000078,PROD-008,2
OI-0000359,ORD-000080,FU-000078,PROD-005,1
OI-0000360,ORD-000080,FU-000078,PROD-004,2
OI-0000361,ORD-000080,FU-000078,PROD-009,4
OI-0000362,ORD-000080,FU-000078,PROD-010,4
OI-0000363,ORD-000080,FU-000078,PROD-001,1
OI-0000364,ORD-000080,FU-000078,PROD-002,1
OI-0000365,ORD-000080,FU-000078,PROD-007,1
OI-0000366,ORD-000081,FU-000079,PROD-006,2
OI-0000367,ORD-000081,FU-000079,PROD-001,2
OI-0000368,ORD-000081,FU-000079,PROD-003,1
OI-0000369,ORD-000081,FU-000079,PROD-007,1
OI-0000370,ORD-000081,FU-000079,PROD-002,1
OI-0000371,ORD-000081,FU-000079,PROD-008,3
OI-0000372,ORD-000081,FU-000079,PROD-010,1
OI-0000373,ORD-000081,FU-000079,PROD-005,1
OI-0000374,ORD-000083,FU-000081,PROD-001,1
OI-0000375,ORD-000083,FU-000081,PROD-006,1
OI-0000376,ORD-000083,FU-000081,PROD-003,1
OI-0000377,ORD-000083,FU-000081,PROD-008,2
OI-0000378,ORD-000084,FU-000082,PROD-009,2
OI-0000379,ORD-000084,FU-000082,PROD-008,1
OI-0000380,ORD-000084,FU-000082,PROD-010,1
OI-0000381,ORD-000084,FU-000082,PROD-005,1
OI-0000382,ORD-000084,FU-000082,PROD-002,1
OI-0000383,ORD-000084,FU-000082,PROD-006,1
OI-0000384,ORD-000084,FU-000082,PROD-004,1
OI-0000385,ORD-000084,FU-000082,PROD-001,3
OI-0000386,ORD-000084,FU-000082,PROD-007,1
OI-0000387,ORD-000086,FU-000084,PROD-008,1
OI-0000388,ORD-000086,FU-000084,PROD-006,1
OI-0000389,ORD-000086,FU-000084,PROD-004,1
OI-0000390,ORD-000086,FU-000084,PROD-010,2
OI-0000391,ORD-000086,FU-000084,PROD-009,3
OI-0000392,ORD-000086,FU-000084,PROD-002,3
OI-0000393,ORD-000086,FU-000084,PROD-003,1
OI-0000394,ORD-000086,FU-000084,PROD-005,1
OI-0000395,ORD-000086,FU-000084,PROD-001,2
OI-0000396,ORD-000086,FU-000084,PROD-007,3
OI-0000397,ORD-000087,FU-000085,PROD-007,2
OI-0000398,ORD-000087,FU-000085,PROD-003,1
OI-0000399,ORD-000087,FU-000085,PROD-002,1
OI-0000400,ORD-000087,FU-000085,PROD-008,1
OI-0000401,ORD-000087,FU-000085,PROD-009,1
OI-0000402,ORD-000087,FU-000085,PROD-005,1
OI-0000403,ORD-000088,FU-000086,PROD-002,1
OI-0000404,ORD-000088,FU-000086,PROD-007,1
OI-0000405,ORD-000088,FU-000086,PROD-009,3
OI-0000406,ORD-000088,FU-000086,PROD-004,1
OI-0000407,ORD-000088,FU-000086,PROD-001,1
OI-0000408,ORD-000088,FU-000086,PROD-005,1
OI-0000409,ORD-000088,FU-000086,PROD-008,3
OI-0000410,ORD-000088,FU-000086,PROD-010,1
OI-0000411,ORD-000089,FU-000087,PROD-004,2
OI-0000412,ORD-000089,FU-000087,PROD-003,2
OI-0000413,ORD-000089,FU-000087,PROD-008,1
OI-0000414,ORD-000089,FU-000087,PROD-002,1
OI-0000415,ORD-000089,FU-000087,PROD-009,1
OI-0000416,ORD-000090,FU-000088,PROD-008,2
OI-0000417,ORD-000090,FU-000088,PROD-005,2
OI-0000418,ORD-000090,FU-000088,PROD-009,1
OI-0000419,ORD-000090,FU-000088,PROD-010,1
OI-0000420,ORD-000090,FU-000088,PROD-003,1
OI-0000421,ORD-000091,FU-000089,PROD-004,1
OI-0000422,ORD-000091,FU-000089,PROD-010,2
OI-0000423,ORD-000092,FU-000090,PROD-010,3
OI-0000424,ORD-000093,FU-000091,PROD-002,1
OI-0000425,ORD-000093,FU-000091,PROD-003,1
OI-0000426,ORD-000093,FU-000091,PROD-009,1
OI-0000427,ORD-000093,FU-000091,PROD-008,2
OI-0000428,ORD-000093,FU-000091,PROD-001,2
OI-0000429,ORD-000093,FU-000091,PROD-010,2
OI-0000430,ORD-000093,FU-000091,PROD-004,2
OI-0000431,ORD-000093,FU-000091,PROD-007,3
OI-0000432,ORD-000094,FU-000092,PROD-003,1
OI-0000433,ORD-000094,FU-000092,PROD-004,4
OI-0000434,ORD-000094,FU-000092,PROD-008,2
OI-0000435,ORD-000094,FU-000092,PROD-009,1
OI-0000436,ORD-000095,FU-000093,PROD-001,1
OI-0000437,ORD-000095,FU-000094,PROD-005,1
OI-0000438,ORD-000095,FU-000093,PROD-006,3
OI-0000439,ORD-000095,FU-000093,PROD-003,1
OI-0000440,ORD-000095,FU-000094,PROD-008,1
OI-0000441,ORD-000095,FU-000093,PROD-002,1
OI-0000442,ORD-000098,FU-000096,PROD-002,3
OI-0000443,ORD-000098,FU-000096,PROD-004,1
OI-0000444,ORD-000098,FU-000096,PROD-005,3
OI-0000445,ORD-000099,FU-000097,PROD-005,1
OI-0000446,ORD-000100,FU-000099,PROD-003,2
OI-0000447,ORD-000100,FU-000099,PROD-001,1
